"Feature.ID" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "Confidence"
"175" "Zotu175" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Unassigned" "Unassigned" "Unassigned" 0.994713992624387
"176" "Zotu176" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Cladophialophora" "Unassigned" 0.989779750751483
"177" "Zotu177" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Hyaloscyphaceae" "Microscypha" "Unassigned" 0.925774793845696
"178" "Zotu178" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Lasiosphaeriaceae" "Podospora" "Podospora_intestinacea" 0.983605846175938
"179" "Zotu179" "Fungi" "Ascomycota" "Dothideomycetes" "Capnodiales" "Cladosporiaceae" "Cladosporium" "Cladosporium_cladosporioides" 0.972502388221241
"180" "Zotu180" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Neosetophoma" "Neosetophoma_samararum" 0.987990612584559
"181" "Zotu181" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Lasiosphaeriaceae" "Podospora" "Podospora_communis" 0.999863603541959
"182" "Zotu182" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "Trichoderma_viride" 0.880449719173709
"183" "Zotu183" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Chaetothyriaceae" "Unassigned" "Unassigned" 0.979174644572443
"184" "Zotu184" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Ophiocordycipitaceae" "Purpureocillium" "Purpureocillium_lilacinum" 0.965017416659561
"185" "Zotu185" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Hyaloscyphaceae" "Microscypha" "Unassigned" 0.996132191161485
"186" "Zotu186" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiaceae" "Tetracladium" "Unassigned" 0.944661780049596
"187" "Zotu187" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Bionectriaceae" "Unassigned" "Unassigned" 0.998260032351517
"188" "Zotu188" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Ophiocordycipitaceae" "Purpureocillium" "Unassigned" 0.719907817036189
"189" "Zotu189" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "Unassigned" 0.999998729620591
"190" "Zotu190" "Fungi" "Basidiomycota" "Agaricomycetes" "Auriculariales" "Auriculariaceae" "Auricularia" "Unassigned" 0.943606042479894
"191" "Zotu191" "Fungi" "Basidiomycota" "Agaricomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.781960480325637
"192" "Zotu192" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Ophiosphaerella" "Unassigned" 0.999962104114878
"193" "Zotu193" "Fungi" "Basidiomycota" "Agaricomycetes" "Phallales" "Phallaceae" "Unassigned" "Unassigned" 0.980230662252591
"194" "Zotu194" "Fungi" "Ascomycota" "Sordariomycetes" "Glomerellales" "Plectosphaerellaceae" "Gibellulopsis" "Unassigned" 0.996942791407028
"195" "Zotu195" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Onygenales_fam_Incertae_sedis" "Chrysosporium" "Chrysosporium_pseudomerdarium" 0.870406388210239
"196" "Zotu196" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Cladophialophora" "Unassigned" 0.881262758200481
"197" "Zotu197" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Gibberella" "Gibberella_avenacea" 0.990747540409471
"198" "Zotu198" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Exophiala" "Exophiala_moniliae" 0.999978218921374
"199" "Zotu199" "Fungi" "Basidiomycota" "Agaricomycetes" "Auriculariales" "Auriculariaceae" "Auricularia" "Unassigned" 0.977567680577891
"200" "Zotu200" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Unassigned" "Unassigned" "Unassigned" 0.962162214991641
"201" "Zotu201" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Fusarium" "Unassigned" 0.968352823319472
"202" "Zotu202" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Marasmiaceae" "Marasmius" "Unassigned" 0.931349721995324
"203" "Zotu203" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Unassigned" "Unassigned" 0.99999996943888
"204" "Zotu204" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporaceae" "Drechslera" "Unassigned" 0.994797045656016
"205" "Zotu205" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.928138450956546
"206" "Zotu206" "Fungi" "Rozellomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999667296139501
"207" "Zotu207" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Unassigned" "Unassigned" "Unassigned" 0.994844395439692
"208" "Zotu208" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Arthrobotrys" "Arthrobotrys_entomopaga" 0.95872260006549
"209" "Zotu209" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Epicoccum" "Epicoccum_nigrum" 0.793353137481504
"210" "Zotu210" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Unassigned" "Unassigned" 0.843317196650898
"211" "Zotu211" "Fungi" "Basidiomycota" "Agaricomycetes" "Polyporales" "Meruliaceae" "Scopuloides" "Scopuloides_rimosa" 0.999630129435393
"212" "Zotu212" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Cantharellales_fam_Incertae_sedis" "Burgoa" "Burgoa_verzuoliana" 0.999999487758149
"213" "Zotu213" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.859182877796056
"214" "Zotu214" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Hypocreaceae" "Trichoderma" "Unassigned" 0.999969372453748
"215" "Zotu215" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Unassigned" "Unassigned" "Unassigned" 0.717277713287171
"216" "Zotu216" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Omphalotaceae" "Gymnopus" "Gymnopus_menehune" 0.999679322853858
"217" "Zotu217" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.747161175476072
"218" "Zotu218" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Unassigned" "Unassigned" "Unassigned" 0.91140695980979
"219" "Zotu219" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Unassigned" "Unassigned" "Unassigned" 0.992587596324029
"220" "Zotu220" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Phaeosphaeria" "Unassigned" 0.951239770087416
"221" "Zotu221" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.81158204096099
"222" "Zotu222" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Unassigned" "Unassigned" "Unassigned" 0.972463575229946
"223" "Zotu223" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Cyphellophoraceae" "Cyphellophora" "Unassigned" 0.999957743507312
"224" "Zotu224" "Fungi" "Basidiomycota" "Agaricostilbomycetes" "Agaricostilbales" "Chionosphaeraceae" "Kurtzmanomyces" "Unassigned" 0.994081671182662
"225" "Zotu225" "Fungi" "Basidiomycota" "Agaricomycetes" "Polyporales" "Meruliaceae" "Unassigned" "Unassigned" 0.999996549813912
"226" "Zotu226" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Setophoma" "Setophoma_terrestris" 0.921194605971215
"227" "Zotu227" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Unassigned" "Unassigned" 0.983824168695218
"228" "Zotu228" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Ceratobasidiaceae" "Ceratobasidium" "Unassigned" 0.707241142450393
"229" "Zotu229" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Cantharellales_fam_Incertae_sedis" "Sistotrema" "Sistotrema_brinkmannii" 0.999904479364025
"230" "Zotu230" "Fungi" "Basidiomycota" "Agaricomycetes" "Polyporales" "Hyphodermataceae" "Hyphoderma" "Hyphoderma_setigerum" 0.999999475792005
"231" "Zotu231" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Ceratobasidiaceae" "Thanatephorus" "Thanatephorus_cucumeris" 0.959591069580186
"232" "Zotu232" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Unassigned" "Unassigned" 0.99995685932385
"233" "Zotu233" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Vibrisseaceae" "Phialocephala" "Phialocephala_humicola" 0.999999799911711
"234" "Zotu234" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Phaeosphaeria" "Unassigned" 0.997063771225017
"235" "Zotu235" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"236" "Zotu236" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Phaeosphaeria" "Unassigned" 0.816627373008273
"237" "Zotu237" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiaceae" "Glarea" "Unassigned" 0.791778031562675
"238" "Zotu238" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Aspergillus" "Aspergillus_flavus" 0.735563740979878
"239" "Zotu239" "Fungi" "Basidiomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.937042468041972
"240" "Zotu240" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Omphalotaceae" "Gymnopus" "Gymnopus_menehune" 0.999813647968726
"241" "Zotu241" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.76027760307865
"242" "Zotu242" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Mariannaea" "Mariannaea_fusiformis" 0.887966784454757
"243" "Zotu243" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Tricholomataceae" "Mycena" "Unassigned" 0.946049790708973
"244" "Zotu244" "Fungi" "Basidiomycota" "Agaricomycetes" "Sebacinales" "Serendipitaceae" "Unassigned" "Unassigned" 0.749695663388867
"245" "Zotu245" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Gamsylella" "Gamsylella_gephyropaga" 0.999999969730212
"246" "Zotu246" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Exophiala" "Exophiala_oligosperma" 0.888161882445073
"247" "Zotu247" "Fungi" "Basidiomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.995307877557301
"248" "Zotu248" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiaceae" "Glarea" "Unassigned" 0.989266120876164
"249" "Zotu249" "Fungi" "Basidiomycota" "Agaricomycetes" "Hymenochaetales" "Schizoporaceae" "Schizopora" "Schizopora_ovispora" 0.80424098463875
"250" "Zotu250" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pezizaceae" "Unassigned" "Unassigned" 0.999480042295335
"251" "Zotu251" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Bionectriaceae" "Clonostachys" "Clonostachys_rosea" 0.947821906037048
"252" "Zotu252" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Ceratobasidiaceae" "Waitea" "Waitea_circinata" 0.99440814846497
"253" "Zotu253" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Mortierella" "Mortierella_alpina" 0.999961281680648
"254" "Zotu254" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Lasiosphaeriaceae" "Unassigned" "Unassigned" 0.962755462415831
"255" "Zotu255" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiaceae" "Glarea" "Unassigned" 0.97909597518967
"256" "Zotu256" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Lasiosphaeriaceae" "Immersiella" "Immersiella_caudata" 0.942852659387889
"257" "Zotu257" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Chaetothyriaceae" "Unassigned" "Unassigned" 0.853013909853464
"258" "Zotu258" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Cantharellales_fam_Incertae_sedis" "Sistotrema" "Sistotrema_brinkmannii" 0.998737150888434
"259" "Zotu259" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Fusicolla" "Unassigned" 0.995679433569807
"260" "Zotu260" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Mortierella" "Mortierella_elongata" 0.998667222977401
"261" "Zotu261" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporaceae" "Curvularia" "Curvularia_protuberata" 0.930632727389571
"262" "Zotu262" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Ceratobasidiaceae" "Thanatephorus" "Thanatephorus_cucumeris" 0.933136259878202
"263" "Zotu263" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Unassigned" "Unassigned" 0.999998977496539
"264" "Zotu264" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Entolomataceae" "Entoloma" "Unassigned" 0.706761372697794
"265" "Zotu265" "Fungi" "Ascomycota" "Dothideomycetes" "Tubeufiales" "Tubeufiaceae" "Unassigned" "Unassigned" 0.991771893935677
"266" "Zotu266" "Fungi" "Basidiomycota" "Agaricomycetes" "Tremellodendropsidales" "Unassigned" "Unassigned" "Unassigned" 0.827116743552212
"267" "Zotu267" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporales_fam_Incertae_sedis" "Pseudorobillarda" "Pseudorobillarda_phragmitis" 0.999999999996575
"268" "Zotu268" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Exophiala" "Exophiala_oligosperma" 0.884816057824756
"269" "Zotu269" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.979729496623864
"270" "Zotu270" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Unassigned" "Unassigned" "Unassigned" 0.837699317164361
"271" "Zotu271" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Psathyrellaceae" "Psathyrella" "Psathyrella_luteopallida" 0.955210575822534
"272" "Zotu272" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Preussia" "Preussia_terricola" 0.93731408488336
"273" "Zotu273" "Fungi" "Ascomycota" "Dothideomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.893731490736227
"274" "Zotu274" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Chaetothyriaceae" "Unassigned" "Unassigned" 0.966480097620668
"275" "Zotu275" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Agaricaceae" "Lepiota" "Lepiota_clypeolaria" 0.999933512443445
"276" "Zotu276" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporaceae" "Exserohilum" "Exserohilum_rostratum" 0.99451906639905
"277" "Zotu277" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Phaeosphaeria" "Unassigned" 0.708444997833762
"278" "Zotu278" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Entolomataceae" "Clitopilus" "Unassigned" 0.999548459189673
"279" "Zotu279" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.90601845207733
"280" "Zotu280" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"281" "Zotu281" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Trichomeriaceae" "Knufia" "Unassigned" 0.740434202092066
"282" "Zotu282" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Unassigned" "Unassigned" 0.847306208029157
"283" "Zotu283" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Unassigned" "Unassigned" "Unassigned" 0.827055457167729
"284" "Zotu284" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Stachybotryaceae" "Myrothecium" "Myrothecium_lachastrae" 0.948035509932747
"285" "Zotu285" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Lasiosphaeriaceae" "Cercophora" "Cercophora_coronata" 0.727686029621889
"286" "Zotu286" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Unassigned" "Unassigned" "Unassigned" 0.774520121143232
"287" "Zotu287" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Mortierella" "Mortierella_sclerotiella" 0.99354815708256
"288" "Zotu288" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Psathyrellaceae" "Coprinopsis" "Coprinopsis_friesii" 0.848776612687853
"289" "Zotu289" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Preussia" "Preussia_terricola" 0.838652778045311
"290" "Zotu290" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Unassigned" "Unassigned" "Unassigned" 0.841283288684827
"291" "Zotu291" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Lycoperdaceae" "Unassigned" "Unassigned" 0.999981004866185
"292" "Zotu292" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Unassigned" "Unassigned" "Unassigned" 0.983651385191885
"293" "Zotu293" "Fungi" "Basidiomycota" "Agaricomycetes" "Phallales" "Phallaceae" "Unassigned" "Unassigned" 0.992476056664305
"294" "Zotu294" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Stachybotryaceae" "Xenomyrothecium" "Xenomyrothecium_tongaense" 0.999516773816538
"295" "Zotu295" "Fungi" "Basidiomycota" "Ustilaginomycetes" "Ustilaginales" "Ustilaginaceae" "Unassigned" "Unassigned" 0.999879234119621
"296" "Zotu296" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"297" "Zotu297" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Unassigned" "Unassigned" 0.999998945643383
"298" "Zotu298" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Ceratobasidiaceae" "Thanatephorus" "Thanatephorus_cucumeris" 0.99542555514477
"299" "Zotu299" "Fungi" "Ascomycota" "Saccharomycetes" "Saccharomycetales" "Debaryomycetaceae" "Meyerozyma" "Meyerozyma_caribbica" 0.979062519499598
"300" "Zotu300" "Fungi" "Basidiomycota" "Agaricomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.91210471097113
"301" "Zotu301" "Fungi" "Ascomycota" "Orbiliomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999698045446
"302" "Zotu302" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "Unassigned" 0.934944386486721
"303" "Zotu303" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Ceratobasidiaceae" "Waitea" "Waitea_circinata" 0.927881649085297
"304" "Zotu304" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Didymellaceae" "Neoascochyta" "Neoascochyta_rosicola" 0.969567229964371
"305" "Zotu305" "Fungi" "Ascomycota" "Dothideomycetes" "Capnodiales" "Mycosphaerellaceae" "Cercospora" "Cercospora_kikuchii" 0.997016545089761
"306" "Zotu306" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Rutstroemiaceae" "Lambertella" "Unassigned" 0.969307156084573
"307" "Zotu307" "Fungi" "Ascomycota" "Sordariomycetes" "Myrmecridiales" "Myrmecridiaceae" "Myrmecridium" "Myrmecridium_pulvericola" 0.999788290456307
"308" "Zotu308" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Melanommataceae" "Unassigned" "Unassigned" 0.999978822752348
"309" "Zotu309" "Fungi" "Ascomycota" "Sordariomycetes" "Glomerellales" "Plectosphaerellaceae" "Gibellulopsis" "Gibellulopsis_piscis" 0.997747825231936
"310" "Zotu310" "Fungi" "Ascomycota" "Sordariomycetes" "Myrmecridiales" "Myrmecridiaceae" "Myrmecridium" "Myrmecridium_thailandicum" 0.999975402978739
"311" "Zotu311" "Fungi" "Basidiomycota" "Agaricomycetes" "Auriculariales" "Auriculariaceae" "Auricularia" "Unassigned" 0.97310517289883
"312" "Zotu312" "Fungi" "Basidiomycota" "Agaricomycetes" "Tremellodendropsidales" "Unassigned" "Unassigned" "Unassigned" 0.999999969174497
"313" "Zotu313" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Ascobolaceae" "Ascobolus" "Unassigned" 0.952194015497443
"314" "Zotu314" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Arthrobotrys" "Arthrobotrys_entomopaga" 0.990291783810217
"315" "Zotu315" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"316" "Zotu316" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Chaetothyriaceae" "Unassigned" "Unassigned" 0.811975471379194
"317" "Zotu317" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "Penicillium_expansum" 0.856256988524299
"318" "Zotu318" "Fungi" "Ascomycota" "Orbiliomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.821586430827791
"319" "Zotu319" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Exophiala" "Exophiala_oligosperma" 0.794523782504601
"320" "Zotu320" "Fungi" "Basidiomycota" "Agaricomycetes" "Phallales" "Phallaceae" "Unassigned" "Unassigned" 0.986324521934729
"321" "Zotu321" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Exophiala" "Unassigned" 0.883639269394812
"322" "Zotu322" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"323" "Zotu323" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Arthrobotrys" "Arthrobotrys_dactyloides" 0.999999999744119
"324" "Zotu324" "Fungi" "Ascomycota" "Sordariomycetes" "Chaetosphaeriales" "Chaetosphaeriaceae" "Chloridium" "Chloridium_aseptatum" 0.995916190077814
"325" "Zotu325" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Unassigned" "Unassigned" "Unassigned" 0.947369529192818
"326" "Zotu326" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Ceratobasidiaceae" "Thanatephorus" "Thanatephorus_cucumeris" 0.889429626228117
"327" "Zotu327" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Unassigned" "Unassigned" "Unassigned" 0.97805786631112
"328" "Zotu328" "Fungi" "Ascomycota" "Dothideomycetes" "Botryosphaeriales" "Botryosphaeriaceae" "Macrophomina" "Macrophomina_phaseolina" 0.999969284989775
"329" "Zotu329" "Fungi" "Rozellomycota" "Rozellomycotina_cls_Incertae_sedis" "GS10" "Unassigned" "Unassigned" "Unassigned" 0.999984819348646
"330" "Zotu330" "Fungi" "Ascomycota" "Dothideomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.767572940928499
"331" "Zotu331" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Unassigned" "Unassigned" "Unassigned" 0.840144573558534
"332" "Zotu332" "Fungi" "Basidiomycota" "Tremellomycetes" "Filobasidiales" "Filobasidiaceae" "Filobasidium" "Unassigned" 0.999998023968369
"333" "Zotu333" "Fungi" "Kickxellomycota" "Kickxellomycetes" "Kickxellales" "Kickxellaceae" "Ramicandelaber" "Unassigned" 0.999927275066626
