"Feature.ID" "Kingdom" "Phylum" "Class" "Order" "Family" "Genus" "Species" "Confidence"
"4174" "Zotu4174" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Westerdykella" "Westerdykella_ornata" 0.999917853834616
"4175" "Zotu4175" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Gibberella" "Gibberella_coronicola" 0.715990138321866
"4176" "Zotu4176" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.708299407629696
"4177" "Zotu4177" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.951053044286009
"4178" "Zotu4178" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.948661190060212
"4179" "Zotu4179" "Fungi" "Glomeromycota" "Archaeosporomycetes" "Archaeosporales" "Unassigned" "Unassigned" "Unassigned" 0.838514651323576
"4180" "Zotu4180" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.812954730225673
"4181" "Zotu4181" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Cordycipitaceae" "Cordyceps" "Cordyceps_pseudomilitaris" 0.859595036652825
"4182" "Zotu4182" "Fungi" "Basidiomycota" "Microbotryomycetes" "Microbotryomycetes_ord_Incertae_sedis" "Chrysozymaceae" "Udeniozyma" "Unassigned" 0.932633453022584
"4183" "Zotu4183" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Cantharellales_fam_Incertae_sedis" "Minimedusa" "Minimedusa_polyspora" 0.999999999999631
"4184" "Zotu4184" "Fungi" "Basidiomycota" "Microbotryomycetes" "Sporidiobolales" "Sporidiobolaceae" "Rhodosporidiobolus" "Rhodosporidiobolus_odoratus" 0.999816402176487
"4185" "Zotu4185" "Fungi" "Glomeromycota" "Archaeosporomycetes" "Archaeosporales" "Unassigned" "Unassigned" "Unassigned" 0.999618460125027
"4186" "Zotu4186" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Unassigned" "Unassigned" "Unassigned" 0.988449704470023
"4187" "Zotu4187" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999999
"4188" "Zotu4188" "Fungi" "Ascomycota" "Dothideomycetes" "Venturiales" "Sympoventuriaceae" "Ochroconis" "Ochroconis_mirabilis" 0.70407456157973
"4189" "Zotu4189" "Fungi" "Basidiomycota" "Tremellomycetes" "Cystofilobasidiales" "Cystofilobasidiaceae" "Cystofilobasidium" "Cystofilobasidium_macerans" 0.999997367074327
"4190" "Zotu4190" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"4191" "Zotu4191" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999995
"4192" "Zotu4192" "Fungi" "Chytridiomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.741826246720843
"4193" "Zotu4193" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4194" "Zotu4194" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Ceratobasidiaceae" "Ceratobasidium" "Unassigned" 0.811473607979572
"4195" "Zotu4195" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.960686436893859
"4196" "Zotu4196" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4197" "Zotu4197" "Fungi" "Basidiomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.932393353238303
"4198" "Zotu4198" "Fungi" "Ascomycota" "Leotiomycetes" "Thelebolales" "Pseudeurotiaceae" "Pseudogymnoascus" "Unassigned" 0.994664518098699
"4199" "Zotu4199" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999992
"4200" "Zotu4200" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pyronemataceae" "Heydenia" "Unassigned" 0.957603543852868
"4201" "Zotu4201" "Fungi" "Ascomycota" "Leotiomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999984165691309
"4202" "Zotu4202" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Unassigned" "Unassigned" "Unassigned" 0.949464107217536
"4203" "Zotu4203" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Bolbitiaceae" "Conocybe" "Conocybe_anthracophila" 0.715814706796782
"4204" "Zotu4204" "Fungi" "Mucoromycota" "Mucoromycetes" "Mucorales" "Cunninghamellaceae" "Absidia" "Absidia_koreana" 0.876389632341667
"4205" "Zotu4205" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4206" "Zotu4206" "Fungi" "Basidiomycota" "Cystobasidiomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.998249565577894
"4207" "Zotu4207" "Fungi" "Basidiomycota" "Agaricomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.860087380838908
"4208" "Zotu4208" "Fungi" "Basidiomycota" "Agaricomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.99460582600571
"4209" "Zotu4209" "Fungi" "Rozellomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.910453209479985
"4210" "Zotu4210" "Fungi" "Ascomycota" "Sordariomycetes" "Branch06" "Unassigned" "Unassigned" "Unassigned" 0.999999990893826
"4211" "Zotu4211" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "Xylariales_fam_Incertae_sedis" "Robillarda" "Robillarda_sessilis" 0.986890366086196
"4212" "Zotu4212" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.794977659390531
"4213" "Zotu4213" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999991
"4214" "Zotu4214" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Mortierella" "Mortierella_exigua" 0.999937392324862
"4215" "Zotu4215" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.963579885137988
"4216" "Zotu4216" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4217" "Zotu4217" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.712555516583897
"4218" "Zotu4218" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Unassigned" "Unassigned" 0.999968843384311
"4219" "Zotu4219" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999987
"4220" "Zotu4220" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"4221" "Zotu4221" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999991
"4222" "Zotu4222" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.922886545340324
"4223" "Zotu4223" "Fungi" "Ascomycota" "Sordariomycetes" "Calosphaeriales" "Calosphaeriaceae" "Jattaea" "Jattaea_algeriensis" 0.966480214871128
"4224" "Zotu4224" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4225" "Zotu4225" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.780993744146775
"4226" "Zotu4226" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.931212129526392
"4227" "Zotu4227" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pezizaceae" "Unassigned" "Unassigned" 0.713199906109263
"4228" "Zotu4228" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Unassigned" "Unassigned" "Unassigned" 0.84529188947058
"4229" "Zotu4229" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "Microdochiaceae" "Microdochium" "Unassigned" 0.94124026535308
"4230" "Zotu4230" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Phialophora" "Phialophora_livistonae" 0.999999999028958
"4231" "Zotu4231" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4232" "Zotu4232" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4233" "Zotu4233" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999989
"4234" "Zotu4234" "Fungi" "Ascomycota" "Sordariomycetes" "Glomerellales" "Plectosphaerellaceae" "Chordomyces" "Chordomyces_antarcticus" 0.999903939751435
"4235" "Zotu4235" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.790313434831685
"4236" "Zotu4236" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Unassigned" "Unassigned" 0.800643708996612
"4237" "Zotu4237" "Fungi" "Basidiomycota" "Agaricomycetes" "Hymenochaetales" "Hymenochaetaceae" "Phellinus" "Phellinus_robiniae" 0.999968312185473
"4238" "Zotu4238" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.815260105678395
"4239" "Zotu4239" "Fungi" "Basidiomycota" "Pucciniomycetes" "Pucciniales" "Pucciniaceae" "Puccinia" "Unassigned" 0.957765474146467
"4240" "Zotu4240" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Trimorphomycetaceae" "Saitozyma" "Saitozyma_flava" 0.999988056302075
"4241" "Zotu4241" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4242" "Zotu4242" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.704640098951982
"4243" "Zotu4243" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Unassigned" "Unassigned" 0.744971247120094
"4244" "Zotu4244" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Unassigned" "Unassigned" "Unassigned" 0.840390308882844
"4245" "Zotu4245" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.861135052451709
"4246" "Zotu4246" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.80195337655193
"4247" "Zotu4247" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.779431009856668
"4248" "Zotu4248" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Unassigned" "Unassigned" "Unassigned" 0.948913230070441
"4249" "Zotu4249" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiaceae" "Scytalidium" "Scytalidium_circinatum" 0.999977764405261
"4250" "Zotu4250" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.769102608184834
"4251" "Zotu4251" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Cladophialophora" "Unassigned" 0.987003592185047
"4252" "Zotu4252" "Fungi" "Ascomycota" "Dothideomycetes" "Dothideales" "Aureobasidiaceae" "Aureobasidium" "Aureobasidium_pullulans" 0.869906947375907
"4253" "Zotu4253" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.880744188051904
"4254" "Zotu4254" "Fungi" "Chytridiomycota" "Rhizophlyctidomycetes" "Rhizophlyctidales" "Rhizophlyctidaceae" "Rhizophlyctis" "Rhizophlyctis_rosea" 0.999975182139896
"4255" "Zotu4255" "Fungi" "Aphelidiomycota" "Aphelidiomycetes" "GS16" "Unassigned" "Unassigned" "Unassigned" 0.999999999999972
"4256" "Zotu4256" "Fungi" "Glomeromycota" "Glomeromycetes" "Diversisporales" "Diversisporaceae" "Diversispora" "Unassigned" 0.759759395036873
"4257" "Zotu4257" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.931849208120882
"4258" "Zotu4258" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999999
"4259" "Zotu4259" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Dictyosporiaceae" "Pseudocoleophoma" "Pseudocoleophoma_polygonicola" 0.839320842062133
"4260" "Zotu4260" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999991
"4261" "Zotu4261" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.963527824627447
"4262" "Zotu4262" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.903620407395439
"4263" "Zotu4263" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999999
"4264" "Zotu4264" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Coniothyriaceae" "Unassigned" "Unassigned" 0.819080667597308
"4265" "Zotu4265" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Unassigned" "Unassigned" "Unassigned" 0.942302337306009
"4266" "Zotu4266" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"4267" "Zotu4267" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Bulleribasidiaceae" "Vishniacozyma" "Unassigned" 0.998397176431952
"4268" "Zotu4268" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Unassigned" "Unassigned" "Unassigned" 0.873694461662809
"4269" "Zotu4269" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Unassigned" "Unassigned" 0.974620862823479
"4270" "Zotu4270" "Fungi" "Basidiomycota" "Agaricomycetes" "Sebacinales" "Serendipitaceae" "Unassigned" "Unassigned" 0.993911816108834
"4271" "Zotu4271" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Ceratobasidiaceae" "Ceratobasidium" "Unassigned" 0.832527953531857
"4272" "Zotu4272" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiales_fam_Incertae_sedis" "Unassigned" "Unassigned" 0.938610408380823
"4273" "Zotu4273" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Unassigned" "Unassigned" "Unassigned" 0.984850038232716
"4274" "Zotu4274" "Fungi" "Basidiobolomycota" "Basidiobolomycetes" "Basidiobolales" "Basidiobolaceae" "Basidiobolus" "Basidiobolus_ranarum" 0.999999995656623
"4275" "Zotu4275" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Exophiala" "Exophiala_bergeri" 0.996134058049928
"4276" "Zotu4276" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999997
"4277" "Zotu4277" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4278" "Zotu4278" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"4279" "Zotu4279" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.99265900207405
"4280" "Zotu4280" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.825136125409606
"4281" "Zotu4281" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"4282" "Zotu4282" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Unassigned" "Unassigned" "Unassigned" 0.701880577956001
"4283" "Zotu4283" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Periconiaceae" "Periconia" "Periconia_pseudodigitata" 0.902793463482898
"4284" "Zotu4284" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Phaeodothis" "Unassigned" 0.800218328653289
"4285" "Zotu4285" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.949315833980709
"4286" "Zotu4286" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Phaeosphaeria" "Unassigned" 0.988981556441629
"4287" "Zotu4287" "Fungi" "Ascomycota" "Sordariomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.874289086865026
"4288" "Zotu4288" "Fungi" "Ascomycota" "Eurotiomycetes" "Onygenales" "Unassigned" "Unassigned" "Unassigned" 0.749343124159919
"4289" "Zotu4289" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4290" "Zotu4290" "Fungi" "Mucoromycota" "Endogonomycetes" "Endogonales" "Unassigned" "Unassigned" "Unassigned" 0.916188177210614
"4291" "Zotu4291" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.748199418964287
"4292" "Zotu4292" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiaceae" "Articulospora" "Articulospora_proliferata" 0.792613953445558
"4293" "Zotu4293" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.889096215118287
"4294" "Zotu4294" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Claroideoglomeraceae" "Claroideoglomus" "Claroideoglomus_claroideum" 0.986538014346522
"4295" "Zotu4295" "Fungi" "Rozellomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.995309467280136
"4296" "Zotu4296" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.820992839828433
"4297" "Zotu4297" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999997
"4298" "Zotu4298" "Fungi" "Glomeromycota" "Glomeromycetes" "Glomerales" "Glomeraceae" "Rhizophagus" "Unassigned" 0.999806433208348
"4299" "Zotu4299" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Periconiaceae" "Periconia" "Periconia_macrospinosa" 0.936329316388149
"4300" "Zotu4300" "Fungi" "Basidiomycota" "Agaricomycetes" "Cantharellales" "Ceratobasidiaceae" "Ceratobasidium" "Unassigned" 0.963211488462735
"4301" "Zotu4301" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4302" "Zotu4302" "Fungi" "Basidiomycota" "Agaricomycetes" "Agaricales" "Psathyrellaceae" "Coprinopsis" "Coprinopsis_urticicola" 0.999612348834872
"4303" "Zotu4303" "Fungi" "Chytridiomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.817568040428027
"4304" "Zotu4304" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4305" "Zotu4305" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Pleosporaceae" "Alternaria" "Alternaria_infectoria" 0.975564655104541
"4306" "Zotu4306" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.944949381637121
"4307" "Zotu4307" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"4308" "Zotu4308" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"4309" "Zotu4309" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.774326651225326
"4310" "Zotu4310" "Fungi" "Basidiobolomycota" "Basidiobolomycetes" "Basidiobolales" "Basidiobolaceae" "Basidiobolus" "Basidiobolus_ranarum" 0.999999992152567
"4311" "Zotu4311" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.821042081452158
"4312" "Zotu4312" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999989
"4313" "Zotu4313" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999995
"4314" "Zotu4314" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Cyphellophoraceae" "Cyphellophora" "Cyphellophora_oxyspora" 0.999999840926874
"4315" "Zotu4315" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Herpotrichiellaceae" "Cladophialophora" "Unassigned" 0.95707949455134
"4316" "Zotu4316" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.83087365500027
"4317" "Zotu4317" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.914815686191297
"4318" "Zotu4318" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.721002590284208
"4319" "Zotu4319" "Fungi" "Monoblepharomycota" "Monoblepharidomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999994196315
"4320" "Zotu4320" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.99999999999999
"4321" "Zotu4321" "Fungi" "Ascomycota" "Sordariomycetes" "Sordariales" "Chaetomiaceae" "Zopfiella" "Unassigned" 0.808845624250458
"4322" "Zotu4322" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.780899949942934
"4323" "Zotu4323" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"4324" "Zotu4324" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.955673035678549
"4325" "Zotu4325" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.99999999999999
"4326" "Zotu4326" "Fungi" "Mortierellomycota" "Mortierellomycetes" "Mortierellales" "Mortierellaceae" "Mortierella" "Mortierella_exigua" 0.999922890047075
"4327" "Zotu4327" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4328" "Zotu4328" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Unassigned" "Unassigned" "Unassigned" 0.859460239769943
"4329" "Zotu4329" "Fungi" "Basidiomycota" "Cystobasidiomycetes" "Cystobasidiomycetes_ord_Incertae_sedis" "Symmetrosporaceae" "Symmetrospora" "Unassigned" 0.925119512433602
"4330" "Zotu4330" "Fungi" "Olpidiomycota" "Olpidiomycetes" "Olpidiales" "Olpidiaceae" "Olpidium" "Olpidium_virulentus" 0.899915352720843
"4331" "Zotu4331" "Fungi" "Glomeromycota" "Paraglomeromycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.94285022388278
"4332" "Zotu4332" "Fungi" "Ascomycota" "Sordariomycetes" "Xylariales" "Sporocadaceae" "Neopestalotiopsis" "Neopestalotiopsis_foedans" 0.784815957500431
"4333" "Zotu4333" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.717609457880202
"4334" "Zotu4334" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Aspergillaceae" "Penicillium" "Unassigned" 0.997390128295459
"4335" "Zotu4335" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999998
"4336" "Zotu4336" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1
"4337" "Zotu4337" "Fungi" "Chytridiomycota" "Rhizophlyctidomycetes" "Rhizophlyctidales" "Rhizophlyctidaceae" "Rhizophlyctis" "Unassigned" 0.999999999998408
"4338" "Zotu4338" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Sporormiaceae" "Preussia" "Unassigned" 0.812581411299573
"4339" "Zotu4339" "Fungi" "Basidiomycota" "Tremellomycetes" "Tremellales" "Trimorphomycetaceae" "Saitozyma" "Saitozyma_flava" 0.99966451297907
"4340" "Zotu4340" "Fungi" "Ascomycota" "Sordariomycetes" "Hypocreales" "Nectriaceae" "Penicillifer" "Penicillifer_diparietisporus" 0.999103250849362
"4341" "Zotu4341" "Fungi" "Ascomycota" "Eurotiomycetes" "Eurotiales" "Trichocomaceae" "Sagenomella" "Sagenomella_oligospora" 0.906624207720216
"4342" "Zotu4342" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4343" "Zotu4343" "Fungi" "Ascomycota" "Leotiomycetes" "Helotiales" "Helotiaceae" "Scytalidium" "Scytalidium_lignicola" 0.99986886426974
"4344" "Zotu4344" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 1.00000000000001
"4345" "Zotu4345" "Fungi" "Basidiomycota" "GS27" "GS27" "Unassigned" "Unassigned" "Unassigned" 0.999999966418614
"4346" "Zotu4346" "Fungi" "Ascomycota" "Dothideomycetes" "Pleosporales" "Phaeosphaeriaceae" "Paraphoma" "Unassigned" 0.996510364742734
"4347" "Zotu4347" "Fungi" "Ascomycota" "Eurotiomycetes" "Chaetothyriales" "Unassigned" "Unassigned" "Unassigned" 0.834480163172278
"4348" "Zotu4348" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999991
"4349" "Zotu4349" "Fungi" "Basidiomycota" "Agaricomycetes" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.925053665389474
"4350" "Zotu4350" "Fungi" "Ascomycota" "Orbiliomycetes" "Orbiliales" "Orbiliaceae" "Unassigned" "Unassigned" 0.999999999304459
"4351" "Zotu4351" "Fungi" "Ascomycota" "Pezizomycetes" "Pezizales" "Pezizaceae" "Peziza" "Peziza_fimeti" 0.701313266316732
"4352" "Zotu4352" "Fungi" "Ascomycota" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.932155383145855
"4353" "Zotu4353" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.999999999999991
"4354" "Zotu4354" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.899394424359587
"4355" "Zotu4355" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.929200568618798
"4356" "Zotu4356" "Fungi" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" "Unassigned" 0.895606727523306
"4357" "Zotu4357" "Fungi" "Glomeromycota" "Paraglomeromycetes" "Paraglomerales" "Paraglomeraceae" "Paraglomus" "Unassigned" 0.982635929114903
